fomula,homo,lumo,band gap,cosmoname,cosmodata
LiLiRbCsPbClClClBrBrI,-0.22034,-0.07253,0.14781,Ethanol,24.3000
LiLiRbCsPbClClClClBrI,-0.2249,-0.0861,0.1388,Acetonitrile,37.5000
LiLiRbCsPbClClClClClCl,-0.21299,-0.06249,0.1505,Benzene,2.2840
LiLiRbCsPbClClClIII,-0.21029,-0.09673,0.11356,n-hexadecane,2.0600
LiLiRbCsPbClClIIII,-0.21285,-0.09717,0.11568,Methylene chloride,9.0800
LiLiRbCsPbFBrBrBrBrI,-0.21827,-0.07181,0.14646,Nitrobenzene,35.7000
LiLiRbCsPbFBrBrBrII,-0.21932,-0.09361,0.12571,Methanol,32.6300
LiLiRbCsPbFBrBrIII,-0.21394,-0.0754,0.13854,Methanol,32.6300
LiLiRbCsPbFClClBrBrBr,-0.22097,-0.09591,0.12506,n-hexadecane,2.0600
LiLiRbCsPbFClClClClBr,-0.20868,-0.05119,0.15749,Water,78.5400
LiLiRbCsPbFClClClClCl,-0.23391,-0.08689,0.14702,Benzene,2.2840
LiLiRbCsPbFClClClII,-0.21967,-0.08766,0.13201,Acetonitrile,37.5000
LiLiRbCsPbFClClIII,-0.21363,-0.07161,0.14202,Water,78.5400
LiLiRbCsPbFClIIII,-0.20715,-0.06878,0.13837,Dimethyl sulfoxide,46.7000
LiLiRbCsPbFFBrBrBrI,-0.21654,-0.08918,0.12736,Acetone,20.7000
LiLiRbCsPbFFBrBrII,-0.20762,-0.07221,0.13541,Methylene chloride,9.0800
LiLiRbCsPbFFClClBrBr,-0.21659,-0.07123,0.14536,Methylene chloride,9.0800
LiLiRbCsPbFFClClBrI,-0.22121,-0.07537,0.14584,Nitrobenzene,35.7000
LiLiRbCsPbFFClClClBr,-0.22389,-0.06525,0.15864,Nitrobenzene,35.7000
LiLiRbCsPbFFClClClCl,-0.23444,-0.07445,0.15999,Acetone,20.7000
LiLiRbCsPbFFFBrBrI,-0.2037,-0.07639,0.12731,Diethyl ether,4.3350
LiLiRbCsPbFFFBrII,-0.21513,-0.0806,0.13453,Pyridine,12.3000
LiLiRbCsPbFFFClBrBr,-0.21779,-0.07394,0.14385,n-hexane,1.8900
LiLiRbCsPbFFFClClCl,-0.22622,-0.07665,0.14957,n-hexane,1.8900
LiLiRbCsPbFFFFBrI,-0.21362,-0.07002,0.1436,Acetone,20.7000
LiLiRbCsPbFFFFFI,-0.2026,-0.06414,0.13846,Pyridine,12.3000
LiLiRbCsPbFFFFII,-0.20656,-0.07425,0.13231,Ethanol,24.3000
LiLiRbCsPbFFFIII,-0.20397,-0.08252,0.12145,n-hexadecane,2.0600
LiLiRbCsPbIIIIII,-0.21104,-0.09856,0.11248,Methylene chloride,9.0800
LiLiRbCsSnBrBrBrBrBrBr,-0.20647,-0.08309,0.12338,Diethyl ether,4.3350
LiLiRbCsSnBrBrBrBrBrI,-0.18543,-0.05069,0.13474,Nitrobenzene,35.7000
LiLiRbCsSnBrBrBrIII,-0.19298,-0.07207,0.12091,Methanol,32.6300
LiLiRbCsSnBrIIIII,-0.19143,-0.08223,0.1092,Chlorofom,4.8060
LiLiRbCsSnClClBrIII,-0.19719,-0.07077,0.12642,Methanol,32.6300
LiLiRbCsSnClClClBrII,-0.19997,-0.07557,0.1244,Ethanol,24.3000
LiLiRbCsSnClClClClClBr,-0.21028,-0.07996,0.13032,Pyridine,12.3000
LiLiRbCsSnClIIIII,-0.19637,-0.08294,0.11343,Benzene,2.2840
LiLiRbCsSnFBrBrBrBrI,-0.19167,-0.05964,0.13203,Acetonitrile,37.5000
LiLiRbCsSnFClClClII,-0.21365,-0.06096,0.15269,Acetonitrile,37.5000
LiLiRbCsSnFFClClBrI,-0.20587,-0.05717,0.1487,n-hexadecane,2.0600
LiLiRbCsSnFFFClBrI,-0.21444,-0.06444,0.15,Diethyl ether,4.3350
LiLiRbCsSnFFFClClCl,-0.20619,-0.08272,0.12347,Diethyl ether,4.3350
LiLiRbCsSnFFFFClCl,-0.21638,-0.04378,0.1726,Methanol,32.6300
LiLiRbRbGeBrBrBrBrBrBr,-0.20633,-0.08223,0.1241,n-hexane,1.8900
LiLiRbRbGeBrBrBrBrBrI,-0.20148,-0.06904,0.13244,Carbon tetrachloride,2.2380
LiLiRbRbGeBrBrBrIII,-0.20932,-0.08995,0.11937,Ethanol,24.3000
LiLiRbRbGeClBrBrIII,-0.19477,-0.09349,0.10128,n-hexane,1.8900
LiLiRbRbGeClBrIIII,-0.20518,-0.08767,0.11751,Chlorofom,4.8060
LiLiRbRbGeClClBrBrII,-0.22168,-0.08846,0.13322,Acetonitrile,37.5000
LiLiRbRbGeClClClClClBr,-0.20079,-0.04994,0.15085,Ethanol,24.3000
LiLiRbRbGeFClBrBrBrBr,-0.22826,-0.07657,0.15169,Carbon tetrachloride,2.2380
LiLiRbRbGeFClClClClBr,-0.22969,-0.06806,0.16163,Ethanol,24.3000
LiLiRbRbGeFClClClClCl,-0.22264,-0.05659,0.16605,Pyridine,12.3000
LiLiRbRbGeFClClClClI,-0.21314,-0.07523,0.13791,n-hexadecane,2.0600
LiLiRbRbGeFClClClII,-0.19579,-0.05494,0.14085,Benzene,2.2840
LiLiRbRbGeFFClBrBrBr,-0.22411,-0.07214,0.15197,n-hexane,1.8900
LiLiRbRbGeFFClClClI,-0.20392,-0.05886,0.14506,Methylene chloride,9.0800
LiLiRbRbGeFFFBrII,-0.19417,-0.06187,0.1323,Diethyl ether,4.3350
LiLiRbRbGeFFFClBrI,-0.21816,-0.08094,0.13722,Carbon tetrachloride,2.2380
LiLiRbRbGeFFFClClBr,-0.20404,-0.0473,0.15674,Dimethyl sulfoxide,46.7000
LiLiRbRbGeFFFFClCl,-0.21756,-0.05825,0.15931,Diethyl ether,4.3350
LiLiRbRbGeFFFFFCl,-0.22556,-0.03164,0.19392,Benzene,2.2840
LiLiRbRbGeFFFFFF,-0.20537,-0.03132,0.17405,Dimethyl sulfoxide,46.7000
LiLiRbRbGeFFFFFI,-0.21068,-0.0378,0.17288,n-hexadecane,2.0600
LiLiRbRbGeFFFIII,-0.2069,-0.06006,0.14684,Water,78.5400
LiLiRbRbGeFIIIII,-0.22011,-0.08518,0.13493,Methylene chloride,9.0800
LiLiRbRbGeIIIIII,-0.20186,-0.08812,0.11374,Carbon tetrachloride,2.2380
LiLiRbRbPbBrBrBrBrBrBr,-0.21965,-0.09798,0.12167,Benzene,2.2840
LiLiRbRbPbBrBrBrBrII,-0.21871,-0.098,0.12071,Nitrobenzene,35.7000
LiLiRbRbPbClBrBrBrBrI,-0.21677,-0.09667,0.1201,n-hexane,1.8900
LiLiRbRbPbClClBrBrBrBr,-0.22067,-0.09461,0.12606,Benzene,2.2840
LiLiRbRbPbClClBrBrBrI,-0.2199,-0.08778,0.13212,Benzene,2.2840
LiLiRbRbPbFBrBrBrBrBr,-0.22075,-0.09171,0.12904,n-hexane,1.8900
LiLiRbRbPbFBrBrBrII,-0.21715,-0.0895,0.12765,Acetonitrile,37.5000
LiLiRbRbPbFBrIIII,-0.20888,-0.097,0.11188,n-hexane,1.8900
LiLiRbRbPbFClClClBrBr,-0.23139,-0.08668,0.14471,Water,78.5400
LiLiRbRbPbFClClClBrI,-0.22056,-0.07735,0.14321,Water,78.5400
LiLiRbRbPbFClClClClCl,-0.22573,-0.0683,0.15743,Nitrobenzene,35.7000
LiLiRbRbPbFClClClClI,-0.22255,-0.08545,0.1371,Chlorofom,4.8060
LiLiRbRbPbFFBrBrBrBr,-0.21477,-0.0864,0.12837,n-hexadecane,2.0600
LiLiRbRbPbFFClBrBrBr,-0.232,-0.08331,0.14869,Dimethyl sulfoxide,46.7000
LiLiRbRbPbFFClIII,-0.21081,-0.07658,0.13423,Acetonitrile,37.5000
LiLiRbRbPbFFFClBrBr,-0.22397,-0.08169,0.14228,Nitrobenzene,35.7000
LiLiRbRbPbFFFClClI,-0.20829,-0.08136,0.12693,n-hexadecane,2.0600
LiLiRbRbPbFFFClII,-0.20505,-0.08519,0.11986,Carbon tetrachloride,2.2380
LiLiRbRbPbFFFFBrBr,-0.22181,-0.0699,0.15191,Water,78.5400
LiLiRbRbPbFFFFClCl,-0.23335,-0.07158,0.16177,Methylene chloride,9.0800
LiLiRbRbPbFFFFFI,-0.20519,-0.05421,0.15098,Water,78.5400
LiLiRbRbPbFFFFII,-0.21406,-0.07531,0.13875,Methylene chloride,9.0800
LiLiRbRbSnClBrBrBrII,-0.20195,-0.0788,0.12315,Chlorofom,4.8060
LiLiRbRbSnClBrIIII,-0.19746,-0.08143,0.11603,Carbon tetrachloride,2.2380
LiLiRbRbSnClClBrBrBrBr,-0.19875,-0.06635,0.1324,Water,78.5400
LiLiRbRbSnClClClClClCl,-0.2177,-0.0802,0.1375,Ethanol,24.3000
LiLiRbRbSnFClBrBrBrBr,-0.20312,-0.05783,0.14529,Diethyl ether,4.3350
LiLiRbRbSnFClBrBrII,-0.19195,-0.05776,0.13419,Nitrobenzene,35.7000
LiLiRbRbSnFFBrBrBrBr,-0.19612,-0.07346,0.12266,n-hexane,1.8900
LiLiRbRbSnFFClClClBr,-0.22032,-0.06781,0.15251,Water,78.5400
LiLiRbRbSnFFClClClI,-0.20746,-0.07512,0.13234,Methylene chloride,9.0800
LiLiRbRbSnFFFBrBrBr,-0.20831,-0.07749,0.13082,n-hexane,1.8900
LiLiRbRbSnFFFFClBr,-0.22728,-0.04958,0.1777,Ethanol,24.3000
LiLiRbRbSnFFFFClCl,-0.21118,-0.0494,0.16178,Chlorofom,4.8060
LiLiRbRbSnFFFFFI,-0.20917,-0.03855,0.17062,Diethyl ether,4.3350
LiLiRbRbSnFFFIII,-0.19142,-0.06523,0.12619,Benzene,2.2840
LiLiRbRbSnFFIIII,-0.21961,-0.08764,0.13197,Acetonitrile,37.5000
LiLiRbRbSnFIIIII,-0.18937,-0.06274,0.12663,Diethyl ether,4.3350
LiNaCsCsGeBrBrBrBrBrI,-0.20028,-0.07147,0.12881,Pyridine,12.3000
LiNaCsCsGeBrIIIII,-0.19819,-0.08239,0.1158,Acetonitrile,37.5000
LiNaCsCsGeClBrBrBrBrBr,-0.19657,-0.05897,0.1376,Methylene chloride,9.0800
LiNaCsCsGeClBrBrBrBrI,-0.19568,-0.07048,0.1252,Methanol,32.6300
LiNaCsCsGeClBrBrBrII,-0.20006,-0.07945,0.12061,Pyridine,12.3000
LiNaCsCsGeClClBrBrBrI,-0.19696,-0.07219,0.12477,Methanol,32.6300
LiNaCsCsGeClClBrBrII,-0.21067,-0.09095,0.11972,Ethanol,24.3000
LiNaCsCsGeClClClClClI,-0.21359,-0.07456,0.13903,n-hexadecane,2.0600
LiNaCsCsGeClClIIII,-0.19499,-0.07699,0.118,Methanol,32.6300
LiNaCsCsGeClIIIII,-0.1994,-0.08161,0.11779,Methanol,32.6300
LiNaCsCsGeFBrBrBrBrI,-0.19897,-0.08152,0.11745,Ethanol,24.3000
LiNaCsCsGeFBrBrIII,-0.19825,-0.07545,0.1228,Dimethyl sulfoxide,46.7000
LiNaCsCsGeFClBrBrBrBr,-0.18853,-0.06204,0.12649,Diethyl ether,4.3350
LiNaCsCsGeFClBrBrII,-0.17636,-0.08135,0.09501,n-hexane,1.8900
LiNaCsCsGeFClClBrBrI,-0.1893,-0.06729,0.12201,Pyridine,12.3000
LiNaCsCsGeFClClBrII,-0.18916,-0.05375,0.13541,Ethanol,24.3000
LiNaCsCsGeFClClClBrBr,-0.21688,-0.05123,0.16565,Acetonitrile,37.5000
LiNaCsCsGeFClClClBrI,-0.19623,-0.07232,0.12391,Water,78.5400
LiNaCsCsGeFClClClClBr,-0.18132,-0.05788,0.12344,n-hexane,1.8900
LiNaCsCsGeFClClClClCl,-0.21793,-0.06061,0.15732,Benzene,2.2840
LiNaCsCsGeFClClClClI,-0.19978,-0.07845,0.12133,Methanol,32.6300
LiNaCsCsGeFFBrBrBrBr,-0.19061,-0.05283,0.13778,Methanol,32.6300
LiNaCsCsGeFFBrBrII,-0.17816,-0.05639,0.12177,Carbon tetrachloride,2.2380
LiNaCsCsGeFFClBrBrI,-0.19854,-0.06232,0.13622,Dimethyl sulfoxide,46.7000
LiNaCsCsGeFFClClII,-0.19138,-0.04818,0.1432,Methylene chloride,9.0800
LiNaCsCsGeFFFBrII,-0.18742,-0.07266,0.11476,Carbon tetrachloride,2.2380
LiNaCsCsGeFFFClBrBr,-0.17709,-0.03247,0.14462,Carbon tetrachloride,2.2380
LiNaCsCsGeFFFClClBr,-0.20628,-0.03941,0.16687,Acetonitrile,37.5000
LiNaCsCsGeFFFClClI,-0.21609,-0.0564,0.15969,Methylene chloride,9.0800
LiNaCsCsGeFFFFFCl,-0.17439,-0.04538,0.12901,Carbon tetrachloride,2.2380
LiNaCsCsGeIIIIII,-0.18775,-0.08209,0.10566,Benzene,2.2840
LiNaCsCsPbBrBrBrBrBrI,-0.20702,-0.08467,0.12235,Diethyl ether,4.3350
LiNaCsCsPbClBrBrIII,-0.21342,-0.08847,0.12495,Methanol,32.6300
LiNaCsCsPbClClBrBrBrBr,-0.17908,-0.047,0.13208,n-hexane,1.8900
LiNaCsCsPbClClClBrBrBr,-0.20567,-0.05781,0.14786,Carbon tetrachloride,2.2380
LiNaCsCsPbClClClClClCl,-0.19791,-0.04733,0.15058,Carbon tetrachloride,2.2380
LiNaCsCsPbClClClIII,-0.21293,-0.07331,0.13962,Acetonitrile,37.5000
LiNaCsCsPbFClBrIII,-0.20518,-0.06665,0.13853,Methanol,32.6300
LiNaCsCsPbFClClBrBrBr,-0.2048,-0.05573,0.14907,Nitrobenzene,35.7000
LiNaCsCsPbFClClBrII,-0.21567,-0.07995,0.13572,Methanol,32.6300
LiNaCsCsPbFClClClClCl,-0.21892,-0.06174,0.15718,Pyridine,12.3000
LiNaCsCsPbFClClClClI,-0.21585,-0.0701,0.14575,Dimethyl sulfoxide,46.7000
LiNaCsCsPbFFBrBrII,-0.20997,-0.07038,0.13959,Ethanol,24.3000
LiNaCsCsPbFFBrIII,-0.19568,-0.07181,0.12387,n-hexane,1.8900
LiNaCsCsPbFFClBrBrI,-0.20177,-0.05351,0.14826,Benzene,2.2840
LiNaCsCsPbFFClClII,-0.21235,-0.06062,0.15173,Pyridine,12.3000
LiNaKKGeClIIIII,-0.20434,-0.09525,0.10909,Dimethyl sulfoxide,46.7000
LiNaKKGeFBrBrIII,-0.19971,-0.07074,0.12897,Pyridine,12.3000
LiNaKKGeFClClClClCl,-0.20684,-0.04995,0.15689,Nitrobenzene,35.7000
LiNaKKGeFClClClClI,-0.22258,-0.07574,0.14684,Methylene chloride,9.0800
LiNaKKGeFFBrBrII,-0.21017,-0.07215,0.13802,Carbon tetrachloride,2.2380
LiNaKKGeFFBrIII,-0.20605,-0.07624,0.12981,Benzene,2.2840
LiNaKKGeFFClBrBrBr,-0.22461,-0.06724,0.15737,Carbon tetrachloride,2.2380
LiNaKKGeFFClBrBrI,-0.20045,-0.05164,0.14881,Ethanol,24.3000
LiNaKKGeFFClIII,-0.21881,-0.08095,0.13786,Diethyl ether,4.3350
LiNaKKGeFFFFBrI,-0.20516,-0.05075,0.15441,n-hexadecane,2.0600
LiNaKKGeFFFFClCl,-0.20937,-0.04526,0.16411,Diethyl ether,4.3350
LiNaKKGeFFFFFCl,-0.21007,-0.03148,0.17859,Pyridine,12.3000
LiNaKKGeFFFFFI,-0.21714,-0.04343,0.17371,Pyridine,12.3000
LiNaKKGeFFFIII,-0.20802,-0.06051,0.14751,Diethyl ether,4.3350
LiNaKKPbBrBrBrIII,-0.21442,-0.07788,0.13654,Ethanol,24.3000
LiNaKKPbBrBrIIII,-0.21148,-0.07599,0.13549,Methanol,32.6300
LiNaKKPbClBrBrIII,-0.21306,-0.07271,0.14035,Ethanol,24.3000
LiNaKKPbClBrIIII,-0.20996,-0.10309,0.10687,n-hexadecane,2.0600
LiNaKKPbClClClBrBrI,-0.21627,-0.09202,0.12425,Chlorofom,4.8060
LiNaKKPbClClClBrII,-0.21551,-0.07065,0.14486,Methanol,32.6300
LiNaKKPbClClClClBrBr,-0.22228,-0.06825,0.15403,Ethanol,24.3000
LiNaKKPbClClClClBrI,-0.20442,-0.0607,0.14372,Benzene,2.2840
LiNaKKPbClIIIII,-0.21053,-0.0778,0.13273,Pyridine,12.3000
LiNaKKPbFClBrBrBrBr,-0.21648,-0.08979,0.12669,n-hexadecane,2.0600
LiNaKKPbFClClBrII,-0.2093,-0.06948,0.13982,Dimethyl sulfoxide,46.7000
LiNaKKPbFClClClBrBr,-0.20101,-0.05272,0.14829,n-hexane,1.8900
LiNaKKPbFClClClClBr,-0.22188,-0.0825,0.13938,Chlorofom,4.8060
LiNaKKPbFFBrBrBrBr,-0.21045,-0.08628,0.12417,n-hexane,1.8900
LiNaKKPbFFBrBrBrI,-0.20889,-0.08071,0.12818,n-hexadecane,2.0600
LiNaKKPbFFBrBrII,-0.20753,-0.06856,0.13897,Ethanol,24.3000
LiNaKKPbFFClBrBrBr,-0.2122,-0.06584,0.14636,Pyridine,12.3000
LiNaKKPbFFClClBrI,-0.2135,-0.06567,0.14783,Dimethyl sulfoxide,46.7000
LiNaKKPbFFClClClCl,-0.22958,-0.07414,0.15544,Dimethyl sulfoxide,46.7000
LiNaKKPbFFFClBrI,-0.20403,-0.0709,0.13313,Benzene,2.2840
LiNaKKPbFFFClClBr,-0.21846,-0.06141,0.15705,Acetonitrile,37.5000
LiNaKKPbFFFClClCl,-0.22385,-0.05567,0.16818,Nitrobenzene,35.7000
LiNaKKPbFFFClClI,-0.20731,-0.08136,0.12595,n-hexane,1.8900
LiNaKKPbFFFFBrBr,-0.22196,-0.06664,0.15532,Benzene,2.2840
LiNaKKPbFFFFClBr,-0.22312,-0.05291,0.17021,Dimethyl sulfoxide,46.7000
LiNaKKPbFFFFClI,-0.21378,-0.06187,0.15191,Acetonitrile,37.5000
LiNaKKPbFFFFFBr,-0.20093,-0.05617,0.14476,Nitrobenzene,35.7000
LiNaKKPbFFIIII,-0.21238,-0.07898,0.1334,Methanol,32.6300
LiNaKKPbIIIIII,-0.21264,-0.08209,0.13055,Nitrobenzene,35.7000
LiNaKKSnBrBrBrIII,-0.19597,-0.07349,0.12248,Methanol,32.6300
LiNaKKSnClClClClClBr,-0.20905,-0.07558,0.13347,Dimethyl sulfoxide,46.7000
LiNaKKSnClIIIII,-0.19681,-0.07388,0.12293,Ethanol,24.3000
LiNaKKSnFBrBrBrBrBr,-0.20476,-0.08261,0.12215,Diethyl ether,4.3350
LiNaKKSnFBrBrBrBrI,-0.20621,-0.06968,0.13653,Acetonitrile,37.5000
LiNaKKSnFClBrBrBrBr,-0.19861,-0.07114,0.12747,Pyridine,12.3000
LiNaKKSnFClClClClCl,-0.20251,-0.06786,0.13465,Chlorofom,4.8060
LiNaKKSnFClClClII,-0.19944,-0.0861,0.11334,n-hexane,1.8900
LiNaKKSnFFBrBrBrBr,-0.21286,-0.07613,0.13673,n-hexane,1.8900
LiNaKKSnFFClClBrBr,-0.21151,-0.05674,0.15477,Methylene chloride,9.0800
LiNaKKSnFFClClBrI,-0.20945,-0.06034,0.14911,Ethanol,24.3000
LiNaKKSnFFClClClBr,-0.20003,-0.0562,0.14383,Nitrobenzene,35.7000
LiNaKKSnFFFBrBrI,-0.21599,-0.06363,0.15236,Acetone,20.7000
LiNaKKSnFFFBrII,-0.19779,-0.07675,0.12104,n-hexadecane,2.0600
LiNaKKSnFFFFBrI,-0.20804,-0.05499,0.15305,n-hexane,1.8900
LiNaKKSnFFFFClI,-0.20866,-0.05113,0.15753,Carbon tetrachloride,2.2380
LiNaKKSnFFFFFBr,-0.19661,-0.03557,0.16104,Methylene chloride,9.0800
LiNaKKSnFFFFFF,-0.21655,-0.05604,0.16051,Ethanol,24.3000
LiNaKKSnFFFFII,-0.2044,-0.07249,0.13191,Methanol,32.6300
LiNaKKSnFFIIII,-0.19975,-0.08826,0.11149,n-hexane,1.8900
LiNaKRbGeBrBrBrBrBrBr,-0.20279,-0.06343,0.13936,Dimethyl sulfoxide,46.7000
LiNaKRbGeBrBrBrBrBrI,-0.2074,-0.08408,0.12332,Methylene chloride,9.0800
LiNaKRbGeBrBrBrBrII,-0.2077,-0.08916,0.11854,n-hexane,1.8900
LiNaKRbGeBrBrIIII,-0.20117,-0.08872,0.11245,Water,78.5400
LiNaKRbGeClBrBrBrBrBr,-0.20955,-0.07123,0.13832,Water,78.5400
LiNaKRbGeClBrIIII,-0.19308,-0.08374,0.10934,Benzene,2.2840
LiNaKRbGeClClClClClI,-0.21488,-0.06927,0.14561,Chlorofom,4.8060
LiNaKRbGeFBrBrBrBrI,-0.2024,-0.067,0.1354,Nitrobenzene,35.7000
LiNaKRbGeFClBrBrBrBr,-0.20239,-0.06277,0.13962,Methanol,32.6300
LiNaKRbGeFClBrIII,-0.21015,-0.07805,0.1321,Nitrobenzene,35.7000
LiNaKRbGeFFBrIII,-0.19136,-0.07651,0.11485,Carbon tetrachloride,2.2380
LiNaKRbGeFFClBrBrI,-0.21673,-0.07078,0.14595,n-hexadecane,2.0600
LiNaKRbGeFFClClClCl,-0.21238,-0.04696,0.16542,Chlorofom,4.8060
LiNaKRbGeFFClClII,-0.20951,-0.06575,0.14376,Water,78.5400
LiNaKRbGeFFFBrBrBr,-0.20734,-0.05431,0.15303,Ethanol,24.3000
LiNaKRbGeFFFClBrI,-0.18596,-0.06677,0.11919,n-hexane,1.8900
LiNaKRbGeFFFClClCl,-0.22461,-0.04087,0.18374,n-hexadecane,2.0600
LiNaKRbGeFFFClClI,-0.19939,-0.04612,0.15327,Dimethyl sulfoxide,46.7000
LiNaKRbGeFFFClII,-0.18223,-0.07619,0.10604,n-hexane,1.8900
LiNaKRbGeFFFFClBr,-0.21327,-0.04178,0.17149,Dimethyl sulfoxide,46.7000
LiNaKRbGeFFFFClI,-0.19075,-0.04611,0.14464,Carbon tetrachloride,2.2380
LiNaKRbGeFFFFFCl,-0.21327,-0.03795,0.17532,Ethanol,24.3000
LiNaKRbGeFFFFII,-0.20859,-0.06371,0.14488,n-hexane,1.8900
LiNaKRbGeIIIIII,-0.20461,-0.0885,0.11611,Ethanol,24.3000
LiNaKRbPbBrBrBrBrII,-0.21799,-0.09506,0.12293,Methylene chloride,9.0800
LiNaKRbPbBrBrBrIII,-0.21455,-0.07809,0.13646,Ethanol,24.3000
LiNaKRbPbClBrBrBrBrI,-0.21589,-0.07042,0.14547,Pyridine,12.3000
LiNaKRbPbClBrBrIII,-0.21633,-0.09715,0.11918,Acetone,20.7000
LiNaKRbPbClBrIIII,-0.21111,-0.07553,0.13558,Methanol,32.6300
LiNaKRbPbClClBrBrBrBr,-0.22164,-0.09036,0.13128,Ethanol,24.3000
LiNaKRbPbClClBrBrBrI,-0.21215,-0.09524,0.11691,Carbon tetrachloride,2.2380
LiNaKRbPbClClBrIII,-0.21041,-0.07289,0.13752,Nitrobenzene,35.7000
LiNaKRbPbClClClBrBrBr,-0.21846,-0.06447,0.15399,Acetonitrile,37.5000
LiNaKRbPbClClClClClBr,-0.23193,-0.10067,0.13126,Benzene,2.2840
LiNaKRbPbClClClClClI,-0.21978,-0.08953,0.13025,Pyridine,12.3000
LiNaKRbPbClClClClII,-0.21779,-0.09485,0.12294,Benzene,2.2840
LiNaKRbPbFBrBrBrBrBr,-0.21749,-0.09052,0.12697,Carbon tetrachloride,2.2380
LiNaKRbPbFBrBrBrBrI,-0.21201,-0.09324,0.11877,Carbon tetrachloride,2.2380
LiNaKRbPbFBrBrIII,-0.21379,-0.09087,0.12292,Ethanol,24.3000
LiNaKRbPbFBrIIII,-0.21053,-0.07745,0.13308,Acetonitrile,37.5000
LiNaKRbPbFClBrIII,-0.20286,-0.09765,0.10521,Carbon tetrachloride,2.2380
LiNaKRbPbFClClBrBrBr,-0.21705,-0.07083,0.14622,Dimethyl sulfoxide,46.7000
LiNaKRbPbFClClBrBrI,-0.21514,-0.07103,0.14411,Dimethyl sulfoxide,46.7000
LiNaKRbPbFFBrBrBrBr,-0.21276,-0.05796,0.1548,Dimethyl sulfoxide,46.7000
LiNaKRbPbFFClBrBrI,-0.21217,-0.06691,0.14526,Acetonitrile,37.5000
LiNaKRbPbFFClBrII,-0.20795,-0.06847,0.13948,Acetone,20.7000
LiNaKRbPbFFClClBrI,-0.21046,-0.08394,0.12652,Diethyl ether,4.3350
LiNaKRbPbFFClClClBr,-0.21059,-0.07446,0.13613,n-hexane,1.8900
LiNaKRbPbFFClClClI,-0.21049,-0.08306,0.12743,Diethyl ether,4.3350
LiNaKRbPbFFClClII,-0.21194,-0.06817,0.14377,Acetonitrile,37.5000
LiNaKRbPbFFClIII,-0.20865,-0.0639,0.14475,Ethanol,24.3000
LiNaKRbPbFFFBrBrBr,-0.21605,-0.07824,0.13781,Pyridine,12.3000
LiNaKRbPbFFFClII,-0.21679,-0.08898,0.12781,n-hexadecane,2.0600
LiNaKRbPbFFFFFF,-0.22347,-0.04214,0.18133,Acetonitrile,37.5000
LiNaKRbPbFFIIII,-0.21082,-0.08093,0.12989,Methylene chloride,9.0800
LiNaKRbSnBrBrBrIII,-0.20005,-0.09021,0.10984,Methylene chloride,9.0800
LiNaKRbSnClBrBrBrBrBr,-0.20658,-0.08989,0.11669,Methylene chloride,9.0800
LiNaKRbSnClBrBrIII,-0.19221,-0.0684,0.12381,Ethanol,24.3000
LiNaKRbSnClClClClBrBr,-0.21185,-0.08785,0.124,Chlorofom,4.8060
LiNaKRbSnClClClClClBr,-0.2049,-0.07774,0.12716,Chlorofom,4.8060
LiNaKRbSnClClClIII,-0.19129,-0.07063,0.12066,Benzene,2.2840
LiNaKRbSnClClIIII,-0.19045,-0.06647,0.12398,Acetone,20.7000
LiNaKRbSnClIIIII,-0.19236,-0.08416,0.1082,n-hexane,1.8900
LiNaKRbSnFBrBrBrBrBr,-0.20054,-0.06457,0.13597,Methylene chloride,9.0800
LiNaKRbSnFClClClClCl,-0.21588,-0.07176,0.14412,Methanol,32.6300
LiNaKRbSnFClIIII,-0.19112,-0.0617,0.12942,Methylene chloride,9.0800
LiNaKRbSnFFBrBrBrI,-0.1942,-0.0811,0.1131,Chlorofom,4.8060
LiNaKRbSnFFBrBrII,-0.20124,-0.05742,0.14382,Ethanol,24.3000
LiNaKRbSnFFFBrBrI,-0.2074,-0.06435,0.14305,Methylene chloride,9.0800
LiNaKRbSnFFFClBrI,-0.19312,-0.07614,0.11698,Methylene chloride,9.0800
LiNaKRbSnFFFClClBr,-0.20474,-0.06507,0.13967,n-hexadecane,2.0600
LiNaKRbSnFFFClClCl,-0.18391,-0.03757,0.14634,Benzene,2.2840
LiNaKRbSnFFFClII,-0.20563,-0.05672,0.14891,Pyridine,12.3000
LiNaKRbSnFFFFFCl,-0.21816,-0.03902,0.17914,n-hexadecane,2.0600
LiNaNaCsGeClBrIIII,-0.20141,-0.08602,0.11539,Acetonitrile,37.5000
LiNaNaCsGeClClBrBrBrBr,-0.21763,-0.09189,0.12574,Diethyl ether,4.3350
LiNaNaCsGeClClBrBrII,-0.19532,-0.07135,0.12397,Diethyl ether,4.3350
LiNaNaCsGeClClClClBrI,-0.22012,-0.09205,0.12807,Carbon tetrachloride,2.2380
LiNaNaCsGeFBrBrBrII,-0.21932,-0.08288,0.13644,n-hexadecane,2.0600
LiNaNaCsGeFBrBrIII,-0.2022,-0.08368,0.11852,Carbon tetrachloride,2.2380
LiNaNaCsGeFClBrBrBrI,-0.20639,-0.07824,0.12815,Dimethyl sulfoxide,46.7000
LiNaNaCsGeFClBrBrII,-0.21038,-0.08296,0.12742,Pyridine,12.3000
LiNaNaCsGeFClClBrII,-0.19785,-0.08536,0.11249,Ethanol,24.3000
LiNaNaCsGeFClClClClBr,-0.21187,-0.07023,0.14164,Methanol,32.6300
